test_id,test_name,pipeline,browser,os,language,cloud_provider,branch,root_cause,failure_stage,failure_type,error_message,stack_trace,severity,old_value,new_value,retry_count,test_duration_sec,cpu_usage_pct,memory_usage_mb,is_flaky_test,recommendation,developer_alert,timestamp
SEL-3114,Registration Test,GitLab CI,Safari,windows-latest,Python,On-Prem,hotfix,test_data_issue,test,Test Failure,AssertionError: Expected status 'ACTIVE' but found 'INACTIVE' — stale test fixture,NullPointerException at RegistrationTest.getTestRecord(),MEDIUM,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,6,14.84,1743,True,"Use test data factories to ensure isolated, reproducible test state",True,2025-06-26T00:00:00
SEL-6079,Payment Test,Azure DevOps,Edge,macos-latest,Python,Azure,main,application_defect,test,Test Failure,AssertionError: Exported CSV file has 0 rows — data export functionality broken,AssertionError at PaymentTest.assertBusinessRule() — logic defect detected,CRITICAL,N/A,N/A,1,67,49.89,1391,False,This is an application-level defect. Raise a bug report for the development team,True,2025-06-14T00:00:00
SEL-1073,API Response Test,Jenkins,Chrome,ubuntu-latest,Python,On-Prem,main,locator_issue,test,Test Failure,An unexpected error occurred during test execution.,Exception at generic_handler.py,HIGH,#register-link,"//button[contains(@data-testid,'proceed')]",2,76,48.08,3256,True,"Replace brittle CSS selector '#register-link' with data attribute '//button[contains(@data-testid,'proceed')]'",False,2025-07-01T00:00:00
SEL-1120,Payment Test,GitLab CI,Chrome,macos-latest,C#,On-Prem,feature-x,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: .nav-menu li:nth-child(3),StaleElementReferenceException at PaymentTest.clickElement(),HIGH,.nav-menu li:nth-child(3),[data-testid='modal-close'],1,96,23.95,2323,False,Locator changed after UI refactor. Use '[data-testid='modal-close']' instead of '.nav-menu li:nth-child(3)',False,2025-09-03T00:00:00
SEL-2038,Report Export Test,Jenkins,Firefox,windows-latest,Java,On-Prem,main,synchronization_issue,test,Timeout,ElementClickInterceptedException: element click intercepted: another element obscures the target,TimeoutException at WebDriverWait.until() — element not ready within timeout period,MEDIUM,driver.implicitly_wait(2),"WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",2,91,47.21,2121,True,"Replace 'driver.implicitly_wait(2)' with explicit wait: WebDriverWait(driver, 15).until(EC.visibility_of_element_located(locator))",False,2025-08-23T00:00:00
SEL-6107,Logout Test,Jenkins,Safari,ubuntu-latest,Python,GCP,feature-x,synchronization_issue,test,Test Failure,AssertionError: Expected button 'Add to Cart' to be enabled but it is disabled — regression introduced,AssertionError at LogoutTest.validatePageContent() — incorrect UI state,CRITICAL,N/A,N/A,0,90,38.66,2908,False,This is an application-level defect. Raise a bug report for the development team,True,2025-12-30T00:00:00
SEL-2101,Multi-Tab Navigation Test,Azure DevOps,Safari,macos-latest,Java,GCP,feature-x,synchronization_issue,test,Timeout,TimeoutException: Timed out after 10000ms while waiting for element '.modal-overlay' to disappear,TimeoutException at WebDriverWait.until() — element not ready within timeout period,HIGH,"WebDriverWait(driver, 5)","WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",1,79,30.93,785,True,"Replace 'WebDriverWait(driver, 5)' with explicit wait: WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",False,2025-03-08T00:00:00
SEL-1126,Payment Test,GitLab CI,Edge,macos-latest,Python,GCP,feature-x,locator_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,//input[@name='username'],[data-testid='hero-cta'],1,44,27.99,3322,False,Locator changed after UI refactor. Use '[data-testid='hero-cta']' instead of '//input[@name='username']',False,2025-03-02T00:00:00
SEL-4045,User Role Test,GitHub Actions,Chrome,macos-latest,Python,GCP,develop,locator_issue,build,Resource Exhaustion,Failed to complete the action on the web application.,Exception at generic_handler.py,HIGH,N/A,N/A,5,18,77.24,3391,True,Verify test environment Docker containers are healthy before test run,True,2025-12-20T00:00:00
SEL-1050,Dashboard Load Test,GitLab CI,Chrome,ubuntu-latest,JavaScript,On-Prem,release,application_defect,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=.nav-menu li:nth-child(3),ElementNotInteractableException at DashboardLoadTest.sendKeys(),MEDIUM,.nav-menu li:nth-child(3),[data-testid='add-to-cart'],2,9,42.74,1800,False,Replace brittle CSS selector '.nav-menu li:nth-child(3)' with data attribute '[data-testid='add-to-cart']',False,2025-03-01T00:00:00
SEL-5091,Password Reset Test,GitHub Actions,Safari,ubuntu-latest,Java,AWS,release,network_api_error,test,Network Error,AssertionError: Expected HTTP 200 but received 503 from /api/v1/products,AssertionError at APIHelper.assertResponseStatus() — unexpected status code,HIGH,N/A,N/A,2,62,49.78,1395,True,Add retry logic with exponential backoff for transient network failures,True,2025-12-20T00:00:00
SEL-4063,Login Test,Azure DevOps,Firefox,windows-latest,C#,AWS,main,environment_failure,test,Resource Exhaustion,The operation timed out after 60 seconds.,Exception at generic_handler.py,HIGH,N/A,N/A,1,18,80.37,3059,False,Check Selenium Grid hub availability and ensure test node is registered,True,2025-09-06T00:00:00
SEL-3027,Product Search Test,GitHub Actions,Firefox,macos-latest,JavaScript,On-Prem,release,test_data_issue,test,Test Failure,AssertionError: Expected user role 'admin' but got 'viewer' — DB seed data incorrect,AssertionError at ProductSearchTest.validateExpectedResult(),LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,0,50,25.0,436,False,Validate test data availability in @BeforeEach setup method,True,2025-06-28T00:00:00
SEL-1135,API Response Test,Jenkins,Edge,macos-latest,C#,GCP,release,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator #product-add-cart,"NoSuchElementException at APIResponseTest.findElement(By.cssSelector(""#product-add-cart""))",MEDIUM,#product-add-cart,[data-testid='modal-close'],1,28,57.72,2451,True,Update locator from '#product-add-cart' to '[data-testid='modal-close']' using stable data-testid attribute,False,2025-06-03T00:00:00
SEL-4105,Profile Update Test,Jenkins,Edge,macos-latest,JavaScript,GCP,main,environment_failure,deploy,Dependency Error,EnvironmentError: Selenium Grid node is unavailable — no free nodes in the hub,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,HIGH,N/A,N/A,4,23,72.66,3469,True,Check Selenium Grid hub availability and ensure test node is registered,True,2025-04-23T00:00:00
SEL-1082,Report Export Test,GitLab CI,Firefox,ubuntu-latest,Python,Azure,feature-x,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: //button[@id='pay'],"NoSuchElementException at ReportExportTest.findElement(By.cssSelector(""//button[@id='pay']""))",HIGH,//button[@id='pay'],"//button[contains(@data-testid,'proceed')]",2,14,28.86,3677,False,"Replace brittle CSS selector '//button[@id='pay']' with data attribute '//button[contains(@data-testid,'proceed')]'",False,2025-10-16T00:00:00
SEL-1099,Session Timeout Test,CircleCI,Safari,windows-latest,JavaScript,Azure,release,locator_issue,test,Test Failure,ElementNotInteractableException: element not interactable using locator .hero-cta-button,StaleElementReferenceException at SessionTimeoutTest.clickElement(),MEDIUM,.hero-cta-button,[aria-label='Main Navigation'] li:nth-child(3),0,98,41.22,2275,True,Locator changed after UI refactor. Use '[aria-label='Main Navigation'] li:nth-child(3)' instead of '.hero-cta-button',False,2025-05-31T00:00:00
SEL-3093,Order History Test,GitHub Actions,Edge,macos-latest,Java,On-Prem,develop,test_data_issue,test,Test Failure,The operation timed out after 60 seconds.,Exception at generic_handler.py,LOW,hardcoded/stale test data,dynamic test data with @BeforeEach setup,1,21,17.06,1179,True,Validate test data availability in @BeforeEach setup method,True,2025-10-26T00:00:00
SEL-2036,Login Test,CircleCI,Chrome,macos-latest,Python,AWS,hotfix,synchronization_issue,test,Timeout,An unexpected error occurred during test execution.,Exception at generic_handler.py,HIGH,time.sleep(2),"WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",2,263,48.01,2000,True,"Replace 'time.sleep(2)' with explicit wait: WebDriverWait(driver, 30).until(EC.text_to_be_present_in_element(locator, text))",False,2025-04-25T00:00:00
SEL-2123,Cart Validation Test,Jenkins,Safari,ubuntu-latest,JavaScript,On-Prem,develop,test_data_issue,test,Timeout,selenium.common.exceptions.TimeoutException: Message: Timeout waiting for element to be clickable,TimeoutException at CartValidationTest.waitForElement() — implicit wait too short,MEDIUM,driver.implicitly_wait(3),"WebDriverWait(driver, 20).until(EC.element_to_be_clickable(locator))",2,254,44.69,2518,True,Use fluent wait to handle dynamic page loading instead of fixed sleep,False,2025-06-16T00:00:00
SEL-6028,File Upload Test,Azure DevOps,Edge,windows-latest,C#,AWS,feature-x,application_defect,test,Test Failure,AssertionError: Password reset link expired immediately — token TTL bug,AssertionError at FileUploadTest.verifyExpectedBehavior() — application regression,CRITICAL,N/A,N/A,0,30,36.86,1882,False,Test correctly identified a regression. Do NOT auto-heal — requires code fix,True,2025-11-28T00:00:00
SEL-4091,Report Export Test,Jenkins,Chrome,windows-latest,Java,On-Prem,feature-x,environment_failure,test,Configuration Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,1,38,80.06,4259,False,Restart test environment services and verify all dependencies are running,True,2025-09-07T00:00:00
SEL-4129,File Upload Test,Jenkins,Edge,windows-latest,C#,On-Prem,main,environment_failure,test,Configuration Error,SSLError: SSL certificate verification failed for test environment endpoint,ConnectionRefusedError at FileUploadTest.setupEnvironment(),CRITICAL,N/A,N/A,4,17,75.66,3528,False,Check Selenium Grid hub availability and ensure test node is registered,True,2025-11-06T00:00:00
SEL-6072,Logout Test,GitLab CI,Safari,ubuntu-latest,JavaScript,Azure,hotfix,test_data_issue,test,Test Failure,Failed to complete the action on the web application.,Exception at generic_handler.py,CRITICAL,N/A,N/A,0,34,50.66,1215,False,This is an application-level defect. Raise a bug report for the development team,True,2025-11-09T00:00:00
SEL-1110,Dashboard Load Test,GitLab CI,Safari,ubuntu-latest,JavaScript,AWS,feature-x,environment_failure,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: .checkout-form,StaleElementReferenceException at DashboardLoadTest.clickElement(),HIGH,.checkout-form,[aria-label='Main Navigation'] li:nth-child(3),1,62,32.4,908,True,Replace brittle CSS selector '.checkout-form' with data attribute '[aria-label='Main Navigation'] li:nth-child(3)',False,2025-07-16T00:00:00
SEL-1000,Login Test,GitLab CI,Firefox,ubuntu-latest,Java,AWS,hotfix,locator_issue,test,Test Failure,org.openqa.selenium.NoSuchElementException: no such element: Unable to locate element: {#register-link},ElementNotInteractableException at LoginTest.sendKeys(),MEDIUM,#register-link,[data-testid='submit'],0,8,24.68,1464,True,Locator changed after UI refactor. Use '[data-testid='submit']' instead of '#register-link',False,2025-04-12T00:00:00
SEL-4126,Registration Test,CircleCI,Chrome,windows-latest,JavaScript,Azure,feature-x,environment_failure,test,Configuration Error,EnvironmentError: Selenium Grid node is unavailable — no free nodes in the hub,EnvironmentError at TestBase.getDriver() — RemoteWebDriver unavailable,CRITICAL,N/A,N/A,3,10,62.77,6774,False,Verify test environment Docker containers are healthy before test run,True,2025-05-12T00:00:00
SEL-1183,Session Timeout Test,GitHub Actions,Edge,ubuntu-latest,C#,GCP,feature-x,locator_issue,test,Test Failure,Test runner encountered an unhandled exception.,Exception at generic_handler.py,MEDIUM,//div[@class='dropdown']/a,[data-testid='register-link'],0,69,53.67,727,True,Update locator from '//div[@class='dropdown']/a' to '[data-testid='register-link']' using stable data-testid attribute,False,2025-09-22T00:00:00
SEL-1023,Profile Update Test,CircleCI,Chrome,windows-latest,Java,Azure,release,locator_issue,test,Test Failure,org.openqa.selenium.StaleElementReferenceException: stale element reference: element is not attached to the page document; locator=#email-field,StaleElementReferenceException at ProfileUpdateTest.clickElement(),HIGH,#email-field,[data-cy='checkout-form'],0,8,53.0,2144,False,Replace brittle CSS selector '#email-field' with data attribute '[data-cy='checkout-form']',False,2025-02-05T00:00:00
SEL-1047,Logout Test,CircleCI,Chrome,macos-latest,Java,GCP,hotfix,locator_issue,test,Test Failure,selenium.common.exceptions.NoSuchElementException: Message: no such element: //button[@id='pay'],StaleElementReferenceException at LogoutTest.clickElement(),HIGH,//button[@id='pay'],[data-testid='email-input'],2,33,52.38,1600,True,Update locator from '//button[@id='pay']' to '[data-testid='email-input']' using stable data-testid attribute,False,2025-01-31T00:00:00
SEL-6069,File Upload Test,GitHub Actions,Safari,ubuntu-latest,JavaScript,On-Prem,hotfix,application_defect,test,Test Failure,AssertionError: Expected user balance 1000.00 but found 850.00 — calculation bug,AssertionError at FileUploadTest.validatePageContent() — incorrect UI state,HIGH,N/A,N/A,1,74,39.33,1674,False,Forward to developer: application behaviour does not match expected specification,True,2025-06-03T00:00:00
SEL-4077,Profile Update Test,Jenkins,Chrome,windows-latest,Java,AWS,hotfix,application_defect,deploy,Dependency Error,ConnectionError: Test application server returned HTTP 503 — service unavailable,WebDriverException at WebDriver.initialize() — driver binary not found,HIGH,N/A,N/A,5,16,74.97,6552,False,Update ChromeDriver version to match installed Chrome browser version,True,2025-02-20T00:00:00
