failure_id,ci_tool,language,failure_stage,failure_type,error_type,error_message,stack_trace_summary,log_excerpt,model_input_text,is_flaky_test,root_cause_label
RCA_00868,GitHub Actions,Python,test,Timeout,SyntaxError,SyntaxError: invalid syntax near 'return',app/payment_service.py line 6,ERROR collecting tests/test_user_service.py::test_payment_validation - syntax error in source file,test | Timeout | SyntaxError | SyntaxError: invalid syntax near 'return' | app/payment_service.py line 6 | ERROR collecting tests/test_user_service.py::test_payment_validation - syntax error in source file,TRUE,application_defect
RCA_01441,Jenkins,C++,build,Dependency Error,TimeoutError,TimeoutError: waiting for element '.user-row' exceeded 10 seconds,tests/test_order_service.cpp line 32,FAILED tests/test_order_service.cpp::test_calculate_total - UI locator or wait condition is unstable,build | Dependency Error | TimeoutError | TimeoutError: waiting for element '.user-row' exceeded 10 seconds | tests/test_order_service.cpp line 32 | FAILED tests/test_order_service.cpp::test_calculate_total - UI locator or wait condition is unstable,TRUE,application_defect
RCA_00745,GitHub Actions,Java,build,Security Scan Failure,AssertionError,AssertionError: expected status 200 but got 500,src/main/java/com/demo/OrderService.java line 97 in validate_payment,FAILED src/test/java/com/demo/UserServiceTest.java::test_calculate_total - application returned internal server error,build | Security Scan Failure | AssertionError | AssertionError: expected status 200 but got 500 | src/main/java/com/demo/OrderService.java line 97 in validate_payment | FAILED src/test/java/com/demo/UserServiceTest.java::test_calculate_total - application returned internal server error,TRUE,application_defect
RCA_00231,Jenkins,Python,test,Configuration Error,AssertionError,AssertionError: expected status 200 but got 500,app/order_service.py line 14 in calculate_total,FAILED tests/test_user_service.py::test_process_order - application returned internal server error,test | Configuration Error | AssertionError | AssertionError: expected status 200 but got 500 | app/order_service.py line 14 in calculate_total | FAILED tests/test_user_service.py::test_process_order - application returned internal server error,TRUE,application_defect
RCA_01167,Azure DevOps,C++,test,Configuration Error,TimeoutError,TimeoutError: waiting for element '#submit-button' exceeded 10 seconds,tests/test_user_service.cpp line 52,FAILED tests/test_user_service.cpp::test_process_order - UI locator or wait condition is unstable,test | Configuration Error | TimeoutError | TimeoutError: waiting for element '#submit-button' exceeded 10 seconds | tests/test_user_service.cpp line 52 | FAILED tests/test_user_service.cpp::test_process_order - UI locator or wait condition is unstable,FALSE,environment_config_issue
RCA_00075,GitHub Actions,Python,deploy,Network Error,SyntaxError,SyntaxError: invalid syntax near 'return',app/order_service.py line 71,ERROR collecting tests/test_calculator.py::test_apply_discount - syntax error in source file,deploy | Network Error | SyntaxError | SyntaxError: invalid syntax near 'return' | app/order_service.py line 71 | ERROR collecting tests/test_calculator.py::test_apply_discount - syntax error in source file,TRUE,application_defect
RCA_00934,GitHub Actions,Rust,deploy,Network Error,DeploymentError,DeploymentError: health check failed after deployment,deploy/health_check.py line 130,Service did not become healthy after deployment,deploy | Network Error | DeploymentError | DeploymentError: health check failed after deployment | deploy/health_check.py line 130 | Service did not become healthy after deployment,TRUE,deployment_issue
RCA_01424,CircleCI,C++,test,Network Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 54,Configuration file path does not exist in CI environment,test | Network Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 54 | Configuration file path does not exist in CI environment,TRUE,environment_config_issue
RCA_00513,CircleCI,Python,deploy,Security Scan Failure,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 137,Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,deploy | Security Scan Failure | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 137 | Configuration file path does not exist in CI environment | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,environment_config_issue
RCA_01069,Jenkins,NodeJS,deploy,Network Error,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 124,Configuration file path does not exist in CI environment,deploy | Network Error | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 124 | Configuration file path does not exist in CI environment,FALSE,environment_config_issue
RCA_00106,CircleCI,Rust,deploy,Deployment Failure,ConnectionTimeout,ConnectionTimeout: request timed out after 60 seconds,external_api_client.py line 61,External service call timed out while running tests/order_service_test.rs::test_payment_validation,deploy | Deployment Failure | ConnectionTimeout | ConnectionTimeout: request timed out after 60 seconds | external_api_client.py line 61 | External service call timed out while running tests/order_service_test.rs::test_payment_validation,TRUE,network_issue
RCA_00656,Jenkins,NodeJS,test,Dependency Error,MemoryError,MemoryError: process killed because memory limit was exceeded,runner/executor.py line 84,CI job exceeded memory limit during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,test | Dependency Error | MemoryError | MemoryError: process killed because memory limit was exceeded | runner/executor.py line 84 | CI job exceeded memory limit during test execution | additional context: retry attempted; cache restored; environment variables loaded; exit code 1,TRUE,infrastructure_resource_issue
RCA_00484,Jenkins,Rust,test,Build Failure,VersionConflict,Version conflict: required fastapi==2.0.0 but installed fastapi==1.4.0,dependency_check.py line 129,Dependency version mismatch in CI environment,test | Build Failure | VersionConflict | Version conflict: required fastapi==2.0.0 but installed fastapi==1.4.0 | dependency_check.py line 129 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_00862,GitHub Actions,NodeJS,deploy,Build Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 121,Disk full while restoring cache or building image,deploy | Build Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 121 | Disk full while restoring cache or building image,TRUE,infrastructure_resource_issue
RCA_01451,Azure DevOps,Rust,deploy,Network Error,VersionConflict,Version conflict: required lodash==2.0.0 but installed lodash==1.4.0,dependency_check.py line 110,Dependency version mismatch in CI environment,deploy | Network Error | VersionConflict | Version conflict: required lodash==2.0.0 but installed lodash==1.4.0 | dependency_check.py line 110 | Dependency version mismatch in CI environment,FALSE,dependency_issue
RCA_00232,GitHub Actions,NodeJS,deploy,Security Scan Failure,OSError,OSError: [Errno 28] No space left on device,runner/cache.py line 90,Disk full while restoring cache or building image,deploy | Security Scan Failure | OSError | OSError: [Errno 28] No space left on device | runner/cache.py line 90 | Disk full while restoring cache or building image,FALSE,test_script_issue
RCA_00511,Jenkins,Java,test,Deployment Failure,DependencyResolutionError,Could not resolve dependency 'pytest>=2.0.0',package_manager.py line 87,Dependency resolver failed during install step,test | Deployment Failure | DependencyResolutionError | Could not resolve dependency 'pytest>=2.0.0' | package_manager.py line 87 | Dependency resolver failed during install step,TRUE,dependency_issue
RCA_00182,CircleCI,C++,deploy,Timeout,FileNotFoundError,FileNotFoundError: config/test_config.json not found,app/config.py line 46,Configuration file path does not exist in CI environment,deploy | Timeout | FileNotFoundError | FileNotFoundError: config/test_config.json not found | app/config.py line 46 | Configuration file path does not exist in CI environment,TRUE,environment_config_issue
RCA_00724,Azure DevOps,Java,test,Resource Exhaustion,AssertionError,AssertionError: assert 180 == 190,src/test/java/com/demo/UserServiceTest.java line 84,FAILED src/test/java/com/demo/UserServiceTest.java::test_create_user - expected value in test appears outdated,test | Resource Exhaustion | AssertionError | AssertionError: assert 180 == 190 | src/test/java/com/demo/UserServiceTest.java line 84 | FAILED src/test/java/com/demo/UserServiceTest.java::test_create_user - expected value in test appears outdated,TRUE,test_script_issue
RCA_01302,GitLab CI,Rust,build,Deployment Failure,DNSResolutionError,Temporary failure in name resolution for host 'auth.service.local',urllib3/connection.py line 11,Max retries exceeded because DNS resolution failed,build | Deployment Failure | DNSResolutionError | Temporary failure in name resolution for host 'auth.service.local' | urllib3/connection.py line 11 | Max retries exceeded because DNS resolution failed,TRUE,network_issue
